StarID,Hip,HD,HR,Gliese,BayerFlamsteed,ProperName,RA,Dec,Distance,Mag,AbsMag,Spectrum,ColorIndex
72759,100332,193302,7765,,          , ,20.34774187,-35.67372299,136.0544218,6.46,0.791436695,K3III       ,1.311
73936,101911,196676, , ,,,20.6516287,-4.92950491,71.78750897,6.46,2.179755582,K0          ,1.016
75919,104537,201836,8107,,          , ,21.17526687,47.69223284,460.8294931,6.46,-1.857701331,B6IV        ,0.007
76763,105637,203857,8193,,          , ,21.39677576,37.35149782,282.4858757,6.46,-0.79498369,K5          ,1.472
78083,107409,206690,8303,,          , ,21.75518632,-49.4988767,127.8772379,6.46,0.926033765,K1III       ,1.148
78966,108632,209149,8391,,          , ,22.0074195,33.00578827,66.44518272,6.46,2.3476825,F5III       ,0.463
80019,110055,211660, , ,,,22.29119684,49.1269354,275.4820937,6.46,-0.740466875,K0          ,1.046
80193,110314,212136, , ,,,22.34410373,58.40985302,183.1501832,6.46,0.145963214,G8III       ,0.99
80216,110346,212047,8517,,          , ,22.35001332,26.93518051,243.3090024,6.46,-0.470790891,M4III       ,1.526
80528,110790,212883,8549,,          , ,22.44598846,37.44371876,591.7159763,6.46,-2.400566477,B2V         ,-0.132
81199,111801,214462,8614,,          , ,22.64575067,-28.74818538,123.6093943,6.46,0.999742608,K1III       ,1.034
82034,112986,216523,8705,,          , ,22.88117624,50.41228825,242.7184466,6.46,-0.46551392,B8V         ,-0.047
82379,113498,217348,8745,,          , ,22.98583303,59.81465827,354.6099291,6.46,-1.288754458,B9III       ,0.012
82586,113784,217642,8760,,          , ,23.04279694,-36.42080597,127.388535,6.46,0.934348284,K1III       ,0.938
83800,115522,220466, , ,,,23.40111722,-21.77422317,62.53908693,6.46,2.479242319,F3IV/V      ,0.433
84916,117133,222932,9000,,          , ,23.74676862,55.79969308,145.137881,6.46,0.65109611,G4III:      ,0.992
301,410,225292, , ,,,0.08364842,27.67479979,131.061599,6.47,0.88262269,G8II        ,0.946
532,728,434, , ,,,0.15004367,28.24755645,115.6069364,6.47,1.155080537,A4Vm        ,0.242
1093,1499,1461,72,Gl  16.1 ,          , ,0.31156155,-8.05265094,23.43566909,6.47,4.620613214,G0V         ,0.674
1901,2707,3038,137,, 16    Cas, ,0.5735795,66.75035211,173.3102253,6.47,0.275879066,B9III       ,-0.049
2499,3576,4338,206,,          , ,0.76158336,-16.42420509,87.87346221,6.47,1.75071131,F0IV        ,0.314
3191,4558,5641,277,,          , ,0.97191612,21.40450332,131.2335958,6.47,0.879774857,A2V         ,0.089
3355,4801,6037, , ,,,1.02738916,-16.26535068,85.03401361,6.47,1.822036609,K2/K3III    ,1.184
7553,10826,14386,681,, 68Omi Cet, ,2.32244073,-2.97706055,128.3697047,6.47,0.927687288,M5e-M9e     ,0.966
7770,11121,14890,700,,          , ,2.38516731,-37.57606333,359.7122302,6.47,-1.30977602,K2III       ,1.592
9108,13008,17438,827,,          , ,2.78642796,-22.48565414,38.19709702,6.47,3.559848211,F2V         ,0.398
9414,13429,18292, , ,,,2.88184659,-65.45525503,142.0454545,6.47,0.707863296,K0/K1III    ,1.008
10257,14626,19243, , ,,,3.14838412,62.38459628,617.2839506,6.47,-2.482424927,B1V:e       ,0.231
11101,15800,21032, , ,,,3.39341877,0.91031067,113.2502831,6.47,1.199803518,K0          ,1.154
11262,16042,21242, , ,,,3.44315595,28.71534096,50.22601708,6.47,2.9653563,G5IV        ,0.882
12492,17832,23822, , ,,,3.81580864,23.85727243,74.4047619,6.47,2.111996344,F0          ,0.377
12575,17950,24098, , ,,,3.83780674,-1.52263503,45.00450045,6.47,3.203720273,F2          ,0.435
13252,18926,25631,1258,,          , ,4.05687426,-20.14379271,293.255132,6.47,-0.866228105,B3V         ,-0.178
13837,19746,26605,1301,,          , ,4.23325835,37.96713609,120.7729469,6.47,1.060151684,G9III       ,1.029
14782,20985,28505,1425,,          , ,4.50064021,10.26240493,112.1076233,6.47,1.221824272,G8III       ,1.038
16853,23818,33095, , ,,,5.11938312,-19.39252388,37.8214826,6.47,3.581307254,G2V         ,0.648
17743,25059,35137, , ,,,5.3653628,-17.60364666,141.4427157,6.47,0.717097069,K0III       ,1.206
19314,27116,38263, , ,,,5.75036117,12.88836458,106.6098081,6.47,1.331014192,A3          ,0.234
19449,27293,38229, , ,,,5.78334876,51.52096739,147.4926254,6.47,0.626148469,G5          ,0.898
19767,27705,39543,2043,,          , ,5.86655227,-29.44939942,212.7659574,6.47,-0.16951071,K3III       ,1.473
21872,30357,44061, , ,,,6.38510274,56.97652534,140.4494382,6.47,0.732399968,K1III       ,1.075
21922,30423,45450,2336,,          , ,6.39636568,-58.54393301,97.84735812,6.47,1.517254479,A3V         ,0.12
23378,32269,49219, , ,,,6.73689098,-54.69552342,225.7336343,6.47,-0.297981369,B5/B6V      ,-0.119
23490,32404,48843,2489,, 32    Gem, ,6.76505546,12.69356775,349.6503497,6.47,-1.248169834,A9III       ,0.344
23968,33015,50860,2579,,          , ,6.87976015,-43.97560689,130.0390117,6.47,0.899631699,B8V         ,-0.101
24874,34177,54179,2687,,          , ,7.08788688,-50.36013794,241.5458937,6.47,-0.444998294,K3III       ,1.424
24949,34270,55151,2712,,          , ,7.10397314,-68.83757671,153.609831,6.47,0.537904943,K0III       ,1.039
25018,34367,53744,2669,,          , ,7.1235784,28.17669553,168.3501684,6.47,0.338932225,B9V         ,-0.081
26233,35933,58050,2817,,          , ,7.40768024,15.51719894,1492.537313,6.47,-4.399625986,B2Ve        ,-0.19
26439,36211,57742,2809,,          , ,7.45717866,66.33164165,273.9726027,6.47,-0.718535678,B9III       ,-0.064
29357,39958,67542, , ,,,8.15977472,29.09309528,1204.819277,6.47,-3.934609538,G0II        ,0.804
29655,40342,68703,3228,,          , ,8.23642802,17.67591954,100.9081736,6.47,1.450368272,A0Vne...    ,0.331
29893,40655,70267,3274,,          , ,8.29883095,-59.16676267,77.88161994,6.47,2.012825119,F5V         ,0.397
31281,42434,73029,3401,,          , ,8.65280676,59.93924272,110.4972376,6.47,1.253242896,A2Vn        ,0.035
32397,43850,76478, , ,,,8.93180144,-15.43943077,249.3765586,6.47,-0.514278137,K2III       ,1.393
33162,44825,78234,3620,,          , ,9.13450319,32.54045613,107.0663812,6.47,1.321734381,F2V         ,0.375
34120,46075,81309,3735,,          , ,9.39581166,-37.75696435,100.8064516,6.47,1.452558361,A1m...      ,0.193
35514,47893,84809,3883,,          , ,9.7612886,-57.1860602,266.6666667,6.47,-0.659843661,B8III/IV    ,-0.108
35838,48320,86320, , ,,,9.8502223,-80.06109591,215.5172414,6.47,-0.197410097,B8IV        ,0.074
37219,50218,88786,4014,, 22    LMi, ,10.25176754,31.46807457,234.1920375,6.47,-0.377860625,G8III       ,0.858
37609,50728,89816,4071,,          , ,10.35797109,-23.71087724,114.5475372,6.47,1.175071219,A4IV/V      ,0.193
39148,52806,93695, , ,,,10.79564866,-59.87525692,377.3584906,6.47,-1.41377063,B5Vvar      ,-0.121
40295,54430,96723,4331,,          , ,11.13771398,-29.97245501,140.2524544,6.47,0.735447649,A1V         ,0.029
42847,58119,103500,4562,,          , ,11.92058382,36.75648978,180.5054152,6.47,0.187548824,M3III       ,1.581
43775,59489,106022,4642,,          , ,12.20026991,28.53646316,80.64516129,6.47,1.937108426,F5V         ,0.428
44279,60210,107415, , ,,,12.34687414,15.54096865,146.8428781,6.47,0.63573556,K0          ,1.025
44420,60418,107794, , ,,,12.38759663,-4.97443301,139.4700139,6.47,0.747595778,K0          ,1.189
45798,62478,111308,4861,, 28    Com, ,12.80399007,13.55310064,124.8439451,6.47,0.98816258,A1V         ,0.015
48895,67103,119992,5177,,          , ,13.75363986,55.88022143,33.62474781,6.47,3.836704821,F7IV-V      ,0.486
50231,69107,123977,5302,,          , ,14.14616314,59.33769923,134.4086022,6.47,0.827864678,K0III       ,1.023
50701,69773,124973, , ,,,14.28020701,-8.88443797,163.132137,6.47,0.407302373,K0          ,1.212
50768,69881,125184,5353,Gl 541.1 ,          , ,14.30015817,-7.54181672,32.81916639,6.47,3.889362271,F9V         ,0.723
50819,69958,125632,5372,,          , ,14.31553536,54.86377384,102.5641026,6.47,1.415023078,A5Vn        ,0.183
53842,74490,134946,5655,,          , ,15.22150721,-24.00827351,126.4222503,6.47,0.960882417,B8III       ,-0.026
53848,74500,134987,5657,Gl 579.4 , 23    Lib, ,15.22470141,-25.30916439,25.65418163,6.47,4.424209174,G5V         ,0.691
53970,74690,135944, , ,,,15.26407869,50.93856795,60.53268765,6.47,2.560050215,G5          ,0.854
53973,74695,135615, , ,,,15.26488087,6.46488638,371.7472119,6.47,-1.3812386,K0          ,1.308
56938,79086,145050, , ,,,16.14348065,8.61324825,143.472023,6.47,0.68616389,M4III       ,1.418
58714,81663,150381, , ,,,16.68233774,-8.30962635,153.1393568,6.47,0.544565906,K0          ,1.147
58818,81803,150420, , ,,,16.70808516,-37.07914846,118.9060642,6.47,1.093979979,G3III       ,0.776
59035,82091,150897, , ,,,16.76843766,-46.53191768,137.3626374,6.47,0.780656897,A1V         ,0.087
60116,83556,153389, , ,,,17.07602898,-68.27864298,384.6153846,6.47,-1.45513326,M3/M4III    ,1.57
61652,85666,158716,6521,,          , ,17.5062908,11.92398112,94.78672986,6.47,1.586262298,A1V         ,0.056
61948,86060,159376,6545,, 52    Oph, ,17.58847257,-22.04380131,271.00271,6.47,-0.694868169,Ap Si       ,0.011
62658,87045,162132,6641,,          , ,17.78556836,47.61222292,131.5789474,6.47,0.874067961,A2Vs        ,0.095
64386,89370,166251,6796,,          , ,18.23787659,-63.689541,188.3239171,6.47,0.095472605,K4III       ,1.414
65710,91142,171586, , ,,,18.59346546,4.93606108,102.6694045,6.47,1.412794784,A2pvar      ,0.075
66101,91662,172223,7005,,          , ,18.69185966,-48.09440735,137.1742112,6.47,0.783637642,K3III       ,1.22
66819,92608,174407, , ,,,18.86998486,-41.70912112,209.2050209,6.47,-0.132860517,K3III       ,1.426
67139,93012,174877,7111,,          , ,18.94852768,-62.80191774,348.4320557,6.47,-1.240590516,K3III       ,1.535
67181,93068,176560,7184,,          , ,18.95790591,58.22491647,116.4144354,6.47,1.139965819,A2V         ,0.072
67419,93374,176776,7198,,          , ,19.01817497,19.30961261,140.0560224,6.47,0.738491059,K1III       ,1.114
68262,94478,179791,7288,,          , ,19.22889499,5.51563787,183.4862385,6.47,0.151982511,A3V         ,0.1
69646,96297,185394, , ,,,19.57953788,63.43417949,165.2892562,6.47,0.378776873,K2          ,1.326
69725,96396,185264,7465,,          , ,19.59887456,50.23852891,186.9158879,6.47,0.11176891,G9III       ,1.034
69863,96572,185657,7477,,          , ,19.63241138,49.2840624,154.3209877,6.47,0.527875029,G6V         ,0.99
70372,97244,186660,7516,,          , ,19.76450935,-2.88344929,333.3333333,6.47,-1.144393726,B3III       ,0.016
70558,97484,187150, , ,,,19.81393683,-12.31936853,502.5125628,6.47,-2.035734618,K5III       ,1.676
70726,97709,187734, , ,,,19.8574562,4.08864671,10000000,6.47,-8.53,K0...       ,1.345
70841,97849,187949,7571,,          , ,19.88510718,-14.60308038,116.5501166,6.47,1.137436439,A1V         ,0.149
70966,98012,188158,7585,,          , ,19.91808664,-33.04624883,386.1003861,6.47,-1.46350118,K2/K3III    ,1.487
71735,99024,190664,7681,,          , ,20.10338725,-4.07812491,104.4932079,6.47,1.374559689,K0          ,1.156
71870,99188,190580, , ,,,20.13599225,-52.5777484,57.80346821,6.47,2.660230516,G3V         ,0.682
72206,99624,192086, , ,,,20.21789586,-0.33079848,480.7692308,6.47,-1.939683325,K5          ,1.532
72240,99666,191732, , ,,,20.22566137,-47.7131298,137.7410468,6.47,0.774683104,K2III       ,1.249
72282,99719,192538,7734,,          , ,20.23468669,36.60489439,309.5975232,6.47,-0.983987388,A0V         ,-0.014
72436,99929,192987,7757,,          , ,20.27448687,37.0563971,349.6503497,6.47,-1.248169834,B6III       ,-0.097
73468,101268,195690, , ,,,20.52674136,34.33050116,45.08566276,6.47,3.199807709,F2          ,0.422
73526,101339,195617, , ,,,20.53899881,2.13280461,347.2222222,6.47,-1.233037561,K2          ,1.514
74513,102670,197900, , ,,,20.80509929,-44.1967022,179.2114695,6.47,0.203170995,K1IV        ,1.161
75204,103596,200030, , ,,,20.99016841,42.32445032,235.2941176,6.47,-0.38805535,B9          ,-0.077
75850,104441,201242, , ,,,21.15619766,-36.70561595,73.90983001,6.47,2.126488983,F7V         ,0.52
75990,104634,201707,8102,,          , ,21.19480961,-14.47237788,134.589502,6.47,0.824944069,Fm delta Del,0.316
76772,105646,203607, , ,,,21.39884959,-25.20242815,272.479564,6.47,-0.706669679,K1III       ,1.123
77365,106424,203955,8201,,          , ,21.55585239,-80.03930788,110.4972376,6.47,1.253242896,A0V         ,0.044
77458,106550,205422, , ,,,21.57941362,18.32890166,225.7336343,6.47,-0.297981369,K2          ,1.254
77495,106604,205938, , ,,,21.5905305,68.21925148,189.3939394,6.47,0.083169613,Ap Si       ,-0.083
77992,107271,206689, , ,,,21.72771816,7.52879415,130.7189542,6.47,0.888307176,K0          ,1.114
81564,112305,215473, , ,,,22.74804663,39.2010757,213.2196162,6.47,-0.174135786,K5          ,1.498
81961,112895,216169,8686,,          , ,22.8625002,-59.88134724,109.5290252,6.47,1.272353888,K1IIICN...  ,1.132
83009,114367,218497, , ,,,23.1624257,-67.87615966,52.8262018,6.47,2.85575307,F3IV        ,0.394
83038,114408,218558,8809,,          , ,23.16999599,-66.85772967,62.26650062,6.47,2.498727705,K0IV        ,0.956
83215,114686,219196, , ,,,23.23315104,19.63391636,243.902439,6.47,-0.466080716,K2          ,1.151
83952,115756,220759,8908,,          , ,23.45207486,-66.58085439,271.7391304,6.47,-0.700760907,K4III       ,1.455
84439,116422,221833, , ,,,23.59127945,1.31319815,95.14747859,6.47,1.57801358,K0          ,1.151
85132,117445,223346,9015,,          , ,23.81371126,2.21449865,55.27915976,6.47,2.757192834,F5III-IV    ,0.461
85208,117551,223552,9028,,          , ,23.83947771,51.62170663,40.51863857,6.47,3.431725777,F3V         ,0.403
85615,118116,224404,9063,,          , ,23.95931057,60.02360903,350.877193,6.47,-1.2557757,B9III-IV    ,0.029
1396,1948,2035, , ,,,0.4105961,14.31552048,164.2036125,6.48,0.403086463,K0          ,1.161
3342,4786,5927, , ,,,1.02417785,49.54422654,282.4858757,6.48,-0.77498369,G5          ,1.099
3393,4844,6028,287,,          , ,1.03846356,51.03497045,193.7984496,6.48,0.043248508,A3V         ,0.122
6381,9163,11884, , ,,,1.96645278,47.09553693,349.6503497,6.48,-1.238169834,K0          ,1.203
7011,10069,13305,630,,          , ,2.15967256,-24.34568294,62.22775358,6.48,2.510079384,F0IV/V      ,0.289
7405,10633,13854,654,,          , ,2.28103256,57.05524766,729.9270073,6.48,-2.836397164,B1Iab       ,0.281
8529,12189,16246,765,, 30    Ari, ,2.6167877,24.64725663,40.12841091,6.48,3.46274019,F6III       ,0.51
8602,12300,16589,780,,          , ,2.64020838,-37.99039371,53.44735436,6.48,2.840368938,F6V         ,0.521
8909,12720,17001, , ,,,2.72469552,-2.53149459,145.5604076,6.48,0.664783685,K0          ,0.981
9081,12964,17390,826,,          , ,2.77918241,-21.63956244,45.08566276,6.48,3.209807709,F3IV/V      ,0.387
9994,14264,18878, , ,,,3.06576397,47.84849463,111.4827202,6.48,1.243962215,F0          ,0.301
11707,16697,22333, , ,,,3.58121463,-25.58290648,183.8235294,6.48,0.157994498,K0III       ,0.985
16760,23695,32642,1642,,          , ,5.09225185,19.80675325,142.2475107,6.48,0.714776625,A5m         ,0.219
17231,24332,33632, , ,,,5.22154217,37.33763726,25.97402597,6.48,4.407303648,F8          ,0.542
17363,24520,34587,1742,,          , ,5.26077788,-52.18223022,262.4671916,6.48,-0.615375122,K2III       ,1.213
17934,25322,34450, , ,,,5.41650913,73.7072001,384.6153846,6.48,-1.44513326,M0          ,1.738
19496,27353,38524, , ,,,5.79296228,25.56864035,305.8103976,6.48,-0.947261237,K1III       ,1.193
20123,28180,40665,2114,,          , ,5.95399011,-53.4256934,220.7505519,6.48,-0.23950899,K5/M0III    ,1.48
20744,28988,42168,2178,,          , ,6.11717383,-45.09162196,114.1552511,6.48,1.192520531,K1III       ,1.162
20907,29185,42683,2204,,          , ,6.15650954,-49.56301376,60.13229104,6.48,2.584461246,F8V         ,0.502
21036,29348,41782, , ,,,6.18712061,60.45352679,389.1050584,6.48,-1.470334383,M0          ,1.698
22151,30706,45680,2353,,          , ,6.45210716,-37.89561574,49.77600796,6.48,2.994899684,F3V         ,0.394
22224,30798,45563,2347,,          , ,6.47132519,1.91271649,149.9250375,6.48,0.60062917,B9V         ,-0.064
22959,31736,47579, , ,,,6.63969719,-23.58030165,204.4989775,6.48,-0.073455704,A2V         ,0.664
23201,32040,47703,2452,,          , ,6.69382493,35.93199076,78.67820614,6.48,2.000727753,F8III       ,0.509
24308,33453,51021, , ,,,6.95513942,37.39473253,304.8780488,6.48,-0.940630781,M3          ,1.673
24968,34297,53975,2679,,          , ,7.10999096,-12.39395311,1515.151515,6.48,-4.422280322,B7Iab...    ,-0.124
25757,35317,56171, , ,,,7.29518032,38.876336,160.7717042,6.48,0.448951923,K0          ,0.995
28881,39348,65626,3119,,          , ,8.04328416,57.27377091,101.6260163,6.48,1.444975492,F8V         ,0.649
29456,40086,67539, , ,,,8.18834236,54.5404658,170.3577513,6.48,0.323190506,G5          ,0.94
29518,40160,68763, , ,,,8.20168384,-43.40045038,2083.333333,6.48,-5.113793813,K3III:      ,1.704
29596,40263,68667, , ,,,8.22272015,-1.16589834,159.2356688,6.48,0.469798219,K0          ,0.918
30862,41904,72359,3372,, 34    Cnc, ,8.54440768,10.06602306,165.8374793,6.48,0.381586561,A1V         ,-0.007
30909,41970,72787,3388,,          , ,8.55551903,-38.3706896,418.4100418,6.48,-1.628010495,B2/B3V      ,-0.153
31855,43152,75098, , ,,,8.78929925,-17.05285288,233.6448598,6.48,-0.362781155,A2V         ,0.679
32003,43338,75495,3507,,          , ,8.82914981,-21.04830272,80.19246191,6.48,1.959332267,A6IV        ,0.256
33206,44888,78614, , ,,,9.14569975,-16.2771575,120.7729469,6.48,1.070151684,K0IIICN...  ,1.1
33271,44979,79025,3647,,          , ,9.16249906,-49.42431351,157.480315,6.48,0.493868626,A9Vn        ,0.17
33274,44984,78661,3635,,          , ,9.16290295,11.56452847,37.67897513,6.48,3.599504593,F2p         ,0.355
33490,45272,79248,3657,,          , ,9.22701975,21.28323198,152.2070015,6.48,0.567826848,A2V         ,0.046
34872,47039,83108,3823,,          , ,9.58663244,-35.823745,63.37135615,6.48,2.470534994,F5V         ,0.417
35877,48375,85461, , ,,,9.86144367,-11.34040999,317.4603175,6.48,-1.028447231,M2III:      ,1.61
36251,48895,86358,3936,,          , ,9.97392097,27.75906843,66.75567423,6.48,2.357559067,F3V         ,0.362
37116,50069,88862, , ,,,10.22286566,-56.58669891,251.8891688,6.48,-0.526047466,K2III       ,1.45
37352,50391,89328, , ,,,10.28894474,-46.83494301,62.22775358,6.48,2.510079384,A8V+...     ,0.329
37433,50485,89221, , ,,,10.30914297,43.04863393,35.61253561,6.48,3.721985517,G5          ,0.925
38476,51883,91075,4121,,          , ,10.60056128,80.49463792,131.2335958,6.48,0.889774857,G4III:      ,0.963
39673,53556,95122, , ,,,10.9556166,-69.03806214,255.1020408,6.48,-0.553569665,B7V         ,0
39945,53940,95716, , ,,,11.03717733,-41.11406717,540.5405405,6.48,-2.184141358,M4III       ,1.474
40266,54388,96528,4322,, 64    Leo, ,11.1276989,23.32373831,75.58578987,6.48,2.087799221,A5m         ,0.164
42159,57092,101805, , ,,,11.70411668,-75.22730303,34.38789546,6.48,3.797972011,G1V         ,0.528
42440,57507,102438,4525,Gl 446   ,          , ,11.78777427,-30.28595727,17.77461785,6.48,5.230998639,G5V         ,0.681
42593,57749,102888,4542,,          , ,11.84367686,-27.27795367,151.9756839,6.48,0.571129468,G8III       ,0.98
43346,58859,104839, , ,,,12.07131572,-51.47248922,119.047619,6.48,1.10139643,B9V         ,-0.046
43699,59389,105822, , ,,,12.18367172,-68.26093422,288.184438,6.48,-0.818352626,K0/K1III    ,1.352
44423,60421,107814, , ,,,12.38858265,-11.81209173,270.2702703,6.48,-0.67899138,M3III       ,1.64
45973,62743,111720,4877,,          , ,12.85637005,-10.33821106,118.3431953,6.48,1.114283545,G8III       ,1.03
46270,63204,112381, , ,,,12.94951557,-54.58731036,100.9081736,6.48,1.460368272,A0p         ,-0.042
47704,65372,116338,5046,,          , ,13.39782975,-49.82273441,130.2083333,6.48,0.9068061,G8III       ,0.959
48110,65969,117558,5090,,          , ,13.52589429,-28.11274555,87.10801394,6.48,1.77970944,A1V         ,0.09
48361,66326,118266,5114,,          , ,13.59260343,10.2050894,101.010101,6.48,1.458175973,K1III+...   ,1.043
48402,66385,118536,5126,,          , ,13.61108188,49.48668434,153.3742331,6.48,0.551237979,K1III       ,1.175
48416,66405,118319,5117,,          , ,13.61404921,-34.46775455,159.2356688,6.48,0.469798219,K0III       ,1.026
49345,67778,121197, , ,,,13.88567864,40.33800224,420.1680672,6.48,-1.637115215,K5          ,1.55
50703,69778,124099,5306,,          , ,14.28199033,-77.6642146,724.6376812,6.48,-2.820604568,K2IIp       ,1.375
51182,70538,126400,5399,,          , ,14.42993674,-26.85210525,76.98229407,6.48,2.048045755,K0III       ,0.941
53398,73850,133469, , ,,,15.09274953,-30.55106819,31.84713376,6.48,3.96464824,F6V         ,0.489
53418,73881,133399, , ,,,15.10067137,-48.8833679,523.5602094,6.48,-2.114833164,B3V         ,-0.137
55528,76985,140438,5850,,          , ,15.71959524,13.6677537,193.0501931,6.48,0.051648799,G5III       ,0.873
57190,79441,145976,6052,,          , ,16.21261825,26.67065993,73.0994152,6.48,2.160430487,F3V         ,0.391
58534,81404,149908, , ,,,16.62604553,5.27755599,131.2335958,6.48,0.889774857,K0          ,1.15
58815,81800,151044, , ,,,16.70769201,49.93670286,29.41176471,6.48,4.137394585,F8V         ,0.541
59754,83090,153229,6302,,          , ,16.97821171,-14.86961006,48.37929366,6.48,3.056702383,F3IV/V      ,0.391
60075,83499,153919, , ,,,17.06576973,-37.84415453,10000000,6.48,-8.52,O5f         ,0.263
61269,85149,157853,6488,,          , ,17.40062856,38.58269551,165.5629139,6.48,0.385184693,F8IV        ,0.716
61457,85405,157969, , ,,,17.45274594,-15.85333977,143.0615165,6.48,0.702385879,K0II/III    ,1.146
61972,86098,159312,6539,,          , ,17.59529863,-37.4397919,103.7344398,6.48,1.40038517,A0V         ,0.006
62272,86510,159558, , ,,,17.67904702,-67.85412144,116.2790698,6.48,1.152492256,G8III       ,0.999
63050,87564,161955,6634,,          , ,17.88839384,-65.48844303,159.2356688,6.48,0.469798219,K0/K1III    ,1.086
63213,87782,163245,6679,,          , ,17.93193378,-18.80210517,111.2347052,6.48,1.248798459,A1V         ,0.056
63399,88030,164429,6718,,          , ,17.98119612,45.47615489,143.0615165,6.48,0.702385879,B9sp...     ,-0.064
65672,91090,171505,6976,,          , ,18.57985831,10.89200074,194.9317739,6.48,0.030586826,A1V         ,0.032
66700,92456,174328, , ,,,18.84199254,-13.57224271,502.5125628,6.48,-2.025734618,K1II/III    ,1.662
67022,92866,175093, , ,,,18.92320906,-37.38660171,130.0390117,6.48,0.909631699,K1III       ,1.122
67651,93666,177336,7220,,          , ,19.07337548,-5.68484308,370.3703704,6.48,-1.363181179,C5II        ,2.3
68782,95149,181321,7330,Gl 755   ,          , ,19.35824991,-34.98322276,20.85505735,6.48,4.883943058,G1/G2V      ,0.628
69492,96095,183577, , ,,,19.53725309,-44.54646647,41.92872117,6.48,3.367441917,F6V         ,0.526
74220,102276,197572,7932,,          , ,20.72338805,35.5878093,680.2721088,6.48,-2.683413326,G8Ib        ,1.251
75650,104202,200964, , ,,,21.1110519,3.80299636,68.35269993,6.48,2.306221631,K0          ,0.88
76297,105046,202554,8132,,          , ,21.27762711,-1.60771816,259.0673575,6.48,-0.587063477,K0          ,0.981
78323,107749,207673,8345,,          , ,21.8278045,41.14880103,2631.578947,6.48,-5.621082017,A2Ib        ,0.381
80601,110907,213025, , ,,,22.46976344,27.01888696,147.9289941,6.48,0.62973348,G8III       ,0.986
82234,113283,216803,8721,Gl 879   ,          , ,22.93995184,-31.56517871,7.637085688,6.48,7.065361683,K4Vp        ,1.094
83462,115036,219749,8861,,          , ,23.29888648,45.48894828,167.2240803,6.48,0.36350592,B9p...      ,-0.037
34,50,224782, , ,,,0.0095247,-53.09766277,59.20663114,6.49,2.628148248,G1IV        ,0.616
934,1268,1221,58,,          , ,0.26526011,-75.91160944,215.9827214,6.49,-0.182095045,G8/K0III    ,0.983
2240,3175,3794,172,,          , ,0.67459915,-16.51659767,154.3209877,6.49,0.547875029,G8III       ,0.91
2722,3903,4849,239,,          , ,0.83437674,-43.39494468,96.99321048,6.49,1.556293326,A9/F0III    ,0.286
3900,5575,7107, , ,,,1.19137938,10.29192297,126.2626263,6.49,0.983625908,G5          ,0.891
5302,7593,9811, , ,,,1.62977779,64.73935565,909.0909091,6.49,-3.303036574,A6Iab       ,0.776
7033,10096,13387, , ,,,2.16345332,-40.86644598,68.11989101,6.49,2.323630278,F3V         ,0.43
7154,10273,13546, , ,,,2.20437771,2.74552179,153.1393568,6.49,0.564565906,G5          ,1.039
11332,16156,21635,1058,,   Chi3For, ,3.46986078,-35.85341812,110.9877913,6.49,1.263623955,A1V         ,0.126
11343,16177,21203,1033,,          , ,3.47321226,60.2557263,263.1578947,6.49,-0.611082017,B9V         ,0.014
11706,16695,22211,1089,,          , ,3.58030424,6.41773268,134.589502,6.49,0.844944069,G0          ,0.642
11762,16779,22379, , ,,,3.59923606,-5.12494411,239.2344498,6.49,-0.404118591,K0          ,1.091
12052,17214,23010,1125,,          , ,3.68715289,-11.80249015,91.91176471,6.49,1.673144477,F2III       ,0.377
12245,17493,23670,1167,,          , ,3.74735168,-48.06111837,155.7632399,6.49,0.52767514,G8/K0III    ,1.011
13469,19222,25225, , ,,,4.11964518,74.00051743,125.4705144,6.49,0.997291607,K0          ,0.977
13616,19434,26292, , ,,,4.16195463,3.3228449,62.6566416,6.49,2.505164435,F2          ,0.443
15179,21517,29260, , ,,,4.62077231,18.54304801,320.5128205,6.49,-1.03922703,F5Ib        ,0.81
15527,22003,29867,1501,,          , ,4.73007579,32.86556708,71.99424046,6.49,2.203511229,A8V         ,0.311
16778,23724,32608,1639,,          , ,5.10025833,35.9364198,82.3723229,6.49,1.911093434,A5V         ,0.184
17244,24348,33296,1678,, 14    Cam, ,5.2253587,62.69112962,82.23684211,6.49,1.914667875,A7Vn        ,0.204
17354,24507,35184, , ,,,5.256912,-73.58848926,110.0110011,6.49,1.282819416,A6V         ,0.15
17584,24832,34499,1734,, 18    Aur, ,5.32325665,33.98543113,72.20216606,6.49,2.197248867,A7V         ,0.256
17617,24881,34498,1733,,          , ,5.33397725,44.4254299,290.6976744,6.49,-0.827207787,K0          ,1.331
17717,25011,34959,1761,,          , ,5.35536327,4.01197792,381.6793893,6.49,-1.418493543,B5Vp        ,-0.089
17824,25180,35386,1785,,          , ,5.38666122,-26.70548911,52.41090147,6.49,2.892891852,F6V         ,0.505
17917,25301,35202, , ,,,5.4124447,36.19996736,458.7155963,6.49,-1.817717532,K2          ,1.645
18241,25732,36150, , ,,,5.49488702,-0.80241717,120.0480192,6.49,1.093225007,A2          ,0.251
18926,26623,37635,1942,,          , ,5.65856601,-9.7066069,173.6111111,6.49,0.292112417,B7V         ,-0.107
19490,27346,38058, , ,,,5.79229312,63.59880015,147.7104874,6.49,0.642943343,G5          ,1.01
20457,28634,40650, , ,,,6.04586465,47.80930399,28.40102244,6.49,4.223330125,F5          ,0.567
